X,Y,OBJECTID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,CreationDa,Creator,EditDate,Editor,GlobalID
-96.8324195654199,40.2887398391185,253,HOME,Homestead National Historical Park,"20171214",NE,MW,"830099",National Historical Park,Lands,Homestead,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{1988BC65-AD6D-4DB4-B02C-C7457955CD58}
-86.3788427846531,46.5482854490231,254,PIRO,Pictured Rocks National Lakeshore,"20200915",MI,MW,"634820",National Lakeshore,Lands,Pictured Rocks,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{48298AD9-209B-496E-9CBE-64CE1D0F5966}
-83.3763114245895,41.9126781177485,255,RIRA,River Raisin National Battlefield Park,"20180227",MI,MW,"2733434",National Battlefield Park,Lands,River Raisin,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{B8F37096-71BF-405E-83E7-171A1E258995}
-95.8321402249397,40.6640956168254,256,LECL,Lewis and Clark National Historic Trail,"20170113",IL,MW,"2733427",National Trails System,Lands,Lewis and Clark,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{94C573CA-F3B9-4BB7-8E06-6F093B91E5BE}
-89.4801771628976,41.8362278468915,257,RRBH,Ronald Reagan Boyhood Home National Historic Site,"20130103",IL,MW,"2733441",National Historic Site,Lands,Ronald Reagan Boyhood Home,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{F568239F-1483-40E7-9292-3BB50FEAAAE5}
-86.9968404760226,38.1187735898082,258,LIBO,Lincoln Boyhood National Memorial,"20160303",IN,MW,"446882",National Memorial,Lands,Lincoln Boyhood,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{A4E231FD-927A-4C34-9F13-EA749DD5386D}
-87.5354566598549,38.6790114903781,259,GERO,George Rogers Clark National Historical Park,"20100818",IN,MW,"447197",National Historical Park,Lands,George Rogers Clark,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{5B1737E1-F1A1-485E-9A77-6F0C5870718C}
-89.6451316146154,39.7971558510614,260,LIHO,Lincoln Home National Historic Site,"20170606",IL,MW,"1821086",National Historic Site,Lands,Lincoln Home,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{BC3A7F3F-F889-4915-90B6-413BA52FE711}
-91.3240580824005,37.2423978751732,261,OZAR,Ozark National Scenic Riverways,"20220826095550",MO,MW,"751466",National River,Lands,Ozark,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{5C96CE8B-12EF-490C-BBD7-F293ABEE1F32}
-103.707076902728,41.8349836860186,262,SCBL,Scotts Bluff National Monument,"20120813",NE,MW,"833315",National Monument,Lands,Scotts Bluff,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{4EB426D8-E905-4938-9058-5982F3DE1985}
-103.759152798781,42.4222065197484,263,AGFO,Agate Fossil Beds National Monument,"20121127",NE,MW,"826917",National Monument,Lands,Agate Fossil Beds,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{7D64B8F7-7FF8-4A0F-A33F-009311389A12}
-82.8100035458232,41.6549076192502,264,PEVI,Perry's Victory and International Peace Memorial,"20100901",OH,MW,"1082175",National Memorial,Lands,Perry's Victory & International Peace,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{8CA2580D-FAD9-454B-9BDA-A76D5DA084BD}
-84.5077864002657,39.1197343705332,265,WIHO,William Howard Taft National Historic Site,"20190823",OH,MW,"1888973",National Historic Site,Lands,William Howard Taft,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{651FDE86-9A81-4581-8DD7-4B3D56939737}
-96.3247420734634,44.0140113709272,266,PIPE,Pipestone National Monument,"20220830123254",MN,MW,"649530",National Monument,Lands,Pipestone,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{AC74D5B4-D97D-4D63-B325-3AB464E83B64}
-92.0171630314679,46.0293308390252,267,SACN,Saint Croix National Scenic Riverway,"20240624",MN,MW,"1888958",National Wild & Scenic River,Lands,Saint Croix,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{92379FFA-F841-4CF5-9412-6C9F5F3742A8}
-93.1276018971915,44.9146120579102,268,MISS,Mississippi National River and Recreation Area,"20180510",MN,MW,"1888944",National River,Lands,Mississippi,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{A449D944-30F8-40D8-BE02-66212F3AB91F}
-92.7523107210997,45.2339538579227,269,LOSA,Lower Saint Croix National Scenic Riverway,"20220418",MN,MW,"2738286",National Wild & Scenic River,Lands,Lower Saint Croix,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{1877B323-C859-4ACD-B857-E95816C19646}
-90.3516877817827,38.5518244878127,270,ULSG,Ulysses S. Grant National Historic Site,"20080701",MO,MW,"2733425",National Historic Site,Lands,Ulysses S Grant,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{6267BA4B-688E-40C0-808B-8C83C811D929}
-92.8855400962547,48.4656746600832,271,VOYA,Voyageurs National Park,"20160815",MN,MW,"660491",National Park,Lands,Voyageurs,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{2A0CC8A4-FA74-488B-888D-38F4B2FFD458}
-101.90097032173,43.8445835726093,272,MIMI,Minuteman Missile National Historic Site,"20200203",SD,MW,"2733442",National Historic Site,Lands,Minuteman Missile,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{C9468586-24CE-4AD9-A9E6-507C3F4A528F}
-94.346836040728,30.4752183189496,273,BITH,Big Thicket National Preserve,"20231214",TX,IM,"1888902",National Preserve,Lands,Big Thicket,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{70D8D9B8-F457-41ED-87D8-FE94B9E0CB4F}
-93.0062218193827,31.6650259092742,274,CARI,Cane River Creole National Historical Park,"20090728",LA,SE,"2733428",National Historical Park,Lands,Cane River Creole,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{1820DD66-02CB-4063-B7A9-23A0E348DCD9}
-90.0674539287738,29.963111363469,275,JAZZ,New Orleans Jazz National Historical Park,"20171108",LA,SE,"2035602",National Historical Park,Lands,New Orleans Jazz,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{5B393227-D269-4720-B049-276640D35130}
-91.3472518031233,34.0208909094828,276,ARPO,Arkansas Post National Memorial,"20101213",AR,MW,"2733432",National Memorial,Lands,Arkansas Post,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{8A235DF8-A9EF-4CF6-BF0E-920A637343AA}
-106.312697261642,35.784296947305,277,BAND,Bandelier National Monument,"20240313",NM,IM,"928874",National Monument,Lands,Bandelier,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{52503C46-8E2C-434A-B81B-1BD7872EB302}
-103.194075449066,29.3338310426206,278,BIBE,Big Bend National Park,"20180109",TX,IM,"1377082",National Park,Lands,Big Bend,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{D90FFFD7-9B6C-4C6D-B66B-194AFC68D0C2}
-103.973044949794,36.781645511823,279,CAVO,Capulin Volcano National Monument,"20040722",NM,IM,"936867",National Monument,Lands,Capulin Volcano,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{FF41AA1C-6FD6-4494-A7E0-7199EBA4FD71}
-104.601245088082,32.1200677898831,280,CAVE,Carlsbad Caverns National Park,"20170622",NM,IM,"904780",National Park,Lands,Carlsbad Caverns,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{6656CA13-3288-4C26-8B49-CBFA88E3BEFC}
-104.90079558119,31.9068519444434,281,GUMO,Guadalupe Mountains National Park,"20230315140007",TX,IM,"1377201",National Park,Lands,Guadalupe Mountains,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{A02009B7-7C86-44E3-A82B-90FEDB120038}
-106.454740501282,31.7671179712557,282,CHAM,Chamizal National Memorial,"20240617",TX,IM,"1888906",National Memorial,Lands,Chamizal,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{1986CC27-C05C-4952-A047-C1C07186F6AF}
-103.894717891434,30.5991450128088,283,FODA,Fort Davis National Historic Site,"20180427",TX,IM,"1357585",National Historic Site,Lands,Fort Davis,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{CB4E0A15-F8AC-4A84-B1EB-264BBD309507}
-105.012050212744,35.9073529582447,284,FOUN,Fort Union National Monument,"20070515",NM,IM,"889156",National Monument,Lands,Fort Union,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{5311FBCD-40A9-4FFE-847E-587026A05D89}
-108.27248448036,33.2268243681176,285,GICL,Gila Cliff Dwellings National Monument,"20240123",NM,IM,"928945",National Monument,Lands,Gila Cliff Dwellings,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{1A21FC91-C81F-44AE-BC96-B7939E403808}
-106.090199970026,34.2597224954133,286,SAPU,Salinas Pueblo Missions National Monument,"20131126",NM,IM,"936877",National Monument,Lands,Salinas Pueblo Missions,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{014358BA-8BC8-4BBE-A769-9CBE40E269F7}
-93.0299651900605,34.5291640679252,287,HOSP,Hot Springs National Park,"20200615",AR,MW,"56796",National Park,Lands,Hot Springs,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{22E3A5F5-E748-4D09-9425-5DDF7698D5E8}
-92.2998295106096,34.7372485220953,288,CHSC,Little Rock Central High School National Historic Site,"20180508",AR,MW,"2091841",National Historic Site,Lands,Little Rock Central High School,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{33E66630-13F2-4396-9E68-D807B3F2B05B}
-94.4310539726394,35.3885832325646,289,FOSM,Fort Smith National Historic Site,"20170314",AR,MW,"56686",National Historic Site,Lands,Fort Smith,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{CA90D891-784C-4B42-8430-E0CC4EE274CB}
-94.0298861201721,36.4526120288564,290,PERI,Pea Ridge National Military Park,"20230922",AR,MW,"53246",National Military Park,Lands,Pea Ridge,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{11C8D604-DA69-4408-BE50-F5A05904E136}
-93.3098529576093,36.0400242578187,291,BUFF,Buffalo National River,"20230822122348",AR,MW,"74272",National River,Lands,Buffalo,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{EE91DD10-554A-4809-A6C5-C105EE4A4285}
-98.6251314521564,30.2516309327803,292,LYJO,Lyndon B. Johnson National Historical Park,"20170623",TX,IM,"1888941",National Historical Park,Lands,Lyndon B Johnson,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{6A089EE6-8D9E-4AAF-9FC4-BAAA84B02923}
-108.001717924824,36.8354828305081,293,AZRU,Aztec Ruins National Monument,"20170622",NM,IM,"885961",National Monument,Lands,Aztec Ruins,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{5EBDF6AC-1250-40DF-8E9B-5D38423DA68D}
-109.340067302028,36.0940554012046,294,CACH,Canyon de Chelly National Monument,"20101214",AZ,IM,"44981",National Monument,Lands,Canyon de Chelly,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{A00801E5-A8ED-4227-A9DF-4DCA47103773}
-107.958133272177,36.0340136842259,295,CHCU,Chaco Culture National Historical Park,"20171211",NM,IM,"936878",National Historical Park,Lands,Chaco Culture,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{2F6DE61E-42FE-4062-8B26-D0C5245C21FE}
-108.346410913135,35.0389465915145,296,ELMO,El Morro National Monument,"20061211",NM,IM,"906062",National Monument,Lands,El Morro,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{0916BC83-63F6-4E00-A96B-1E0E85ACC471}
-109.559947855044,35.7072744088372,297,HUTR,Hubbell Trading Post National Historic Site,"20080513",AZ,IM,"6092",National Historic Site,Lands,Hubbell Trading Post,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{F60EE1F4-F675-47AE-BBD8-513BF895D71A}
-110.536255187996,36.6854874127854,298,NAVA,Navajo National Monument,"20090713",AZ,IM,"8538",National Monument,Lands,Navajo,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{0AEF8CB6-7567-4B54-A6D9-440B47A9EBC3}
-111.50356164415,35.1665521502479,299,WACA,Walnut Canyon National Monument,"20180212",AZ,IM,"35848",National Monument,Lands,Walnut Canyon,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{E1660014-5D52-4568-AB01-CEEE3F868AFE}
-111.405835441361,35.5648585020123,300,WUPA,Wupatki National Monument,"20180206",AZ,IM,"38197",National Monument,Lands,Wupatki,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{9D610CAC-4477-4639-AAE2-190753064247}
-97.341067790554,26.7058067106458,301,PAIS,Padre Island National Seashore,"20180726",TX,IM,"1383785",National Seashore,Lands,Padre Island,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{481F7653-5102-43D6-BACD-9FAAE285700E}
-96.9976806655189,34.4555098316921,302,CHIC,Chickasaw National Recreation Area,"20180329",OK,IM,"1101907",National Recreation Area,Lands,Chickasaw,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{20093906-A7C8-4B39-9F65-6FE9C01D9D7C}
-101.709299476333,35.6011292428943,303,LAMR,Lake Meredith National Recreation Area,"20191125",TX,IM,"1384770",National Recreation Area,Lands,Lake Meredith,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{D8F91AC4-D22D-4836-B3BC-6F202494BBA7}
-101.66954888154,35.582080018733,304,ALFL,Alibates Flint Quarries National Monument,"20191125",TX,IM,"1377214",National Monument,Lands,Alibates Flint Quarries,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{F8524BB0-F7D3-48ED-A23F-6F24FFD93F58}
-102.532712812714,29.7577486584499,305,RIGR,Rio Grande Wild and Scenic River,"20180322",TX,IM,"2766087",National Wild & Scenic River,Lands,Rio Grande,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{40C83E66-C8B8-428F-84EF-1E4C06534086}
-106.745339686095,35.139999913146,306,PETR,Petroglyph National Monument,"20230313142914",NM,IM,"920404",National Monument,Lands,Petroglyph,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{8A5C62A9-36C5-48B6-988A-3A2B21CFB7D3}
-98.4546674212329,29.3327307530606,307,SAAN,San Antonio Missions National Historical Park,"20210624",TX,IM,"1377039",National Historical Park,Lands,San Antonio Missions,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{1F04FA00-A4A3-448F-9491-F16C04BFDF43}
-99.7044704739913,35.6208368688218,308,WABA,Washita Battlefield National Historic Site,"20220325",OK,IM,"1946144",National Historic Site,Lands,Washita Battlefield,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{3B044888-65D9-4FF6-ADB6-56EDD672FDD4}
-106.325944269685,32.7647614620705,309,WHSA,White Sands National Park,"20230315144032",NM,IM,"914261",National Park,Lands,White Sands,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{3039C25A-B82E-4267-B2DC-BB2EF70FFBBB}
-107.977734483166,34.786243308166,310,ELMA,El Malpais National Monument,"20230914112235",NM,IM,"1888913",National Monument,Lands,El Malpais,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{2DB83C73-0823-46A4-836C-169954E11D23}
-91.406313709448,32.6349379154405,311,POPO,Poverty Point National Monument,"20131218",LA,SE,"1888953",National Monument,Region,Poverty Point,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{261EDD44-0192-4456-A92F-2A0D0E097C3D}
-97.4629384532295,26.023750993766,312,PAAL,Palo Alto Battlefield National Historical Park,"20200914",TX,IM,"1888952",National Historical Park,Lands,Palo Alto Battlefield,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{87EEEEAC-FFB0-4489-96AF-6F936774EC3A}
-117.240978364985,32.6722031868829,313,CABR,Cabrillo National Monument,"20240318",CA,PW,"255957",National Monument,Lands,Cabrillo,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{19F95553-0935-4ED9-BFEA-C1465311A7AF}
-119.706161407343,34.0185342989613,314,CHIS,Channel Islands National Park,"20201217",CA,PW,"1662323",National Park,Lands,Channel Islands,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{67E3AD4E-C15C-4E71-A04C-66A4971F56A7}
-117.138790419601,36.5668176095585,315,DEVA,Death Valley National Park,"20200122",CA,PW,"857501",National Park,Lands,Death Valley,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{47C16C50-27DE-4B15-9E31-8A1E8220DAD8}
-122.6875862842,37.946838117855,316,GOGA,Golden Gate National Recreation Area,"20240625",CA,PW,"255952",National Recreation Area,Lands,Golden Gate,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{028F701E-088A-4202-A5C0-4707E1152831}
-156.956470317307,21.1922948038703,317,KALA,Kalaupapa National Historical Park,"20090115",HI,PW,"365030",National Historical Park,Lands,Kalaupapa,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{00DCB55A-510F-4272-B739-B07775BE1E78}
-122.473410841212,37.8085356143935,318,FOPO,Fort Point National Historic Site,"20100224",CA,PW,"1655639",National Historic Site,Lands,Fort Point,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{7C39F8B2-0FC2-4C43-86AD-5E17B99D8BD2}
-122.027420926819,37.8264155724103,319,EUON,Eugene O'Neill National Historic Site,"20090514",CA,PW,"1888915",National Historic Site,Lands,Eugene O'Neill,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{B6CD991F-B21A-4A52-97B1-6D4573190E0C}
-112.299687168597,36.309878767321,320,GRCA,Grand Canyon National Park,"20210108",AZ,IM,"23866",National Park,Lands,Grand Canyon,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{70300CA0-79C4-4C93-8EDD-FA4BE5F4DF8E}
-155.899677669333,19.4090313651412,321,PUHO,Pu'uhonua o Honaunau National Historical Park,"20120113",HI,PW,"358732",National Historical Park,Lands,Pu`uhonua O Honaunau,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{4B2983AD-7CCC-45A9-8DFB-9286D5AD1673}
-155.239530444474,19.3030880761829,322,HAVO,Hawai'i Volcanoes National Park,"20220303",HI,PW,"365210",National Park,Lands,Hawaii Volcanoes,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{F1EE7F15-6B02-4640-9817-4A5F15CD16EE}
-155.820675395629,20.0275641510114,323,PUHE,Pu'ukohola Heiau National Historic Site,"20080618",HI,PW,"1877550",National Historic Site,Lands,Puukohola Heiau,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{68099582-715E-4054-9220-0FEE8C033ECC}
-156.030960013291,19.6782668826938,324,KAHO,Kaloko-Honokohau National Historical Park,"20190508",HI,PW,"1879023",National Historical Park,Lands,Kaloko-Honokohau,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{455658C3-0169-4475-9636-A931A7E13C62}
-115.953282283664,33.8993374082291,325,JOTR,Joshua Tree National Park,"20190613",CA,PW,"277261",National Park,Lands,Joshua Tree,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{81DFDF5D-A9A3-4049-A0CB-F3E795A8B012}
-114.380522403954,36.2445495832311,326,LAKE,Lake Mead National Recreation Area,"20230317",AZ,PW,"858265",National Recreation Area,Lands,Lake Mead,,NPS_WASO_LANDS,"20241001105624",NPS_WASO_LANDS,{5690D126-FAFF-49AD-8573-FFC670204F21}
-121.404629153692,40.4971298584193,327,LAVO,Lassen Volcanic National Park,"20150819",CA,PW,"262325",National Park,Lands,Lassen Volcanic,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{CC509E75-BFC5-46A2-A6C6-1F6E5ED2039D}
-121.52133681433,41.7614973975447,328,LABE,Lava Beds National Monument,"20110906",CA,PW,"262358",National Monument,Lands,Lava Beds,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{3974643E-A620-4E19-9C6D-990C1944D29E}
-114.244256330434,38.927184750239,329,GRBA,Great Basin National Park,"20090910",NV,PW,"862430",National Park,Lands,Great Basin,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{405D6633-0380-4B71-95B8-B7CE92BE7C6A}
-109.772646008689,34.93105569452,330,PEFO,Petrified Forest National Park,"20230313142629",AZ,IM,"23864",National Park,Lands,Petrified Forest,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{C5EC8710-1301-421D-A2A0-3C492A791899}
-121.173366145605,36.4753762375572,331,PINN,Pinnacles National Park,"20140205",CA,PW,"247533",National Park,Lands,Pinnacles,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{DDF2E373-6FAC-43EC-A86B-FDF0E7F52D01}
-124.004445441712,41.2776056123067,332,REDW,Redwood National Park,"20230916100935",CA,PW,"277109",National Park,Lands,Redwood,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{542E6F2C-03E5-4872-99C3-4FAED4395F4E}
-122.367118798879,37.9083327647257,333,RORI,Rosie the Riveter/World War II Home Front National Historical Park,"20100517",CA,PW,"2026588",National Historical Park,Lands,Rosie the Riveter WWII Home Front,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{E31A8D90-DE9B-45B6-BC19-9827DF130309}
-122.132331687998,37.9816666225244,334,JOMU,John Muir National Historic Site,"20230915092423",CA,PW,"226274",National Historic Site,Lands,John Muir,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{240C55DA-0B7A-4A76-BB86-9EC08DC8CBD6}
-122.580111703791,37.8963796764954,335,MUWO,Muir Woods National Monument,"20240626",CA,PW,"229295",National Monument,Lands,Muir Woods,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{B62CE99E-971F-4221-A2F1-AA62E4E1E11D}
-118.798453390107,34.1103654418612,336,SAMO,Santa Monica Mountains National Recreation Area,"20200407",CA,PW,"277263",National Recreation Area,Lands,Santa Monica Mountains,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{3CFC0BF1-1C8F-4238-95D6-4531661818E3}
-118.560376471769,36.496363542026,337,SEQU,Sequoia National Park,"20081126",CA,PW,"266000",National Park,Lands,Sequoia,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{E883C423-03A3-4834-9BA0-E7A6851E6F37}
-118.593840633205,36.8749421183245,338,KICA,Kings Canyon National Park,"20231220",CA,PW,"255948",National Park,Lands,Kings Canyon,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{D7183385-44A2-4E70-8603-F8249B278161}
-119.087686111506,37.6153758191208,339,DEPO,Devils Postpile National Monument,"20130125",CA,PW,"266641",National Monument,Lands,Devils Postpile,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{2741C24F-99B6-4FFB-85CA-783B0098EB69}
-122.03029396229,38.0566869899232,340,POCH,Port Chicago Naval Magazine National Memorial,"20150421",CA,PW,"1967105",National Memorial,Lands,Port Chicago Naval Magazine,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{E2DABD32-D5EB-4D99-B7AC-F67F812C4E1D}
-111.532646878054,32.9969364227903,341,CAGR,Casa Grande Ruins National Monument,"20200429",AZ,IM,"44811",National Monument,Lands,Casa Grande Ruins,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{98D2D8CB-4A0A-46B8-B6C5-B0342102E477}
-109.34753778947,32.0157747715056,342,CHIR,Chiricahua National Monument,"20140910",AZ,IM,"2877",National Monument,Lands,Chiricahua,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{DB298455-1C70-4C04-A6B4-DD0B62F0CBA2}
-110.256485122575,31.3507588272986,343,CORO,Coronado National Memorial,"20230914155500",AZ,IM,"40512",National Memorial,Lands,Coronado,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{DEA2AAB9-218D-4858-898B-4CFD6FEECB01}
-109.448148772006,32.1493213201717,344,FOBO,Fort Bowie National Historic Site,"20221116105406",AZ,IM,"1888916",National Historic Site,Lands,Fort Bowie,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{7E30BA57-5830-45C7-BF21-B12463BF4D05}
-111.836666248742,34.6131874487703,345,MOCA,Montezuma Castle National Monument,"20110920",AZ,IM,"31964",National Monument,Lands,Montezuma Castle,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{EC932362-3EE7-4DE2-9CC3-1C3B5F1A756C}
-112.875462775241,32.0084011573442,346,ORPI,Organ Pipe Cactus National Monument,"20170512",AZ,IM,"15492",National Monument,Lands,Organ Pipe Cactus,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{D65710F4-1540-49F8-B313-CDBF01EC1ACE}
-110.618427610986,32.1707175416336,347,SAGU,Saguaro National Park,"20230616151744",AZ,IM,"10683",National Park,Lands,Saguaro,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{5A364101-3CAA-4105-A4C9-E9346196CC21}
-111.113549568151,33.6484180401973,348,TONT,Tonto National Monument,"20060223",AZ,IM,"35382",National Monument,Lands,Tonto,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{E8BEBECE-CB76-4A26-BAA4-753A96C987B2}
-111.047603929534,31.5725807077254,349,TUMA,Tumacacori National Historical Park,"20180405",AZ,IM,"35519",National Historical Park,Lands,Tumacácori,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{461C8526-C303-4A38-A8BA-115E388B3090}
-112.028326692588,34.7739222261665,350,TUZI,Tuzigoot National Monument,"20031121",AZ,IM,"35601",National Monument,Lands,Tuzigoot,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{11F470A0-D688-42FE-ABBF-4348079D7E1A}
-111.913939699609,33.1865966068293,351,PIMA,Hohokam Pima National Monument,"20100920",AZ,IM,"25440",National Monument,Lands,Hohokam Pima,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{7E44A98F-9AB0-468A-B31A-1A62AC5F2778}
-122.612654071762,40.6163110785839,352,WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,"20200429",CA,PW,"277264",National Recreation Area,Lands,Whiskeytown,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{74FB7E5B-F839-4F06-AACF-E89FB755692C}
-118.153019725248,36.7269935772792,353,MANZ,Manzanar National Historic Site,"20080304",CA,PW,"1804731",National Historic Site,Lands,Manzanar,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{0CF7712E-E6F3-44E4-ABC0-D3107307719E}
144.654570042072,13.3896475656591,354,WAPA,War in the Pacific National Historical Park,"20150204",GU,PW,"1828962",National Historical Park,Lands,War in the Pacific,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{3C49B9A1-7219-46AA-821E-337F80AB29A3}
-119.542827963488,37.8412784755486,355,YOSE,Yosemite National Park,"20240625",CA,PW,"255923",National Park,Lands,Yosemite,,NPS_WASO_LANDS,"20241001105625",NPS_WASO_LANDS,{1D607736-7ECC-48B5-8171-0B24DB16EED8}
